PlayerName;QuestionName;Value
aaa;tlx_MentalDemand;63
aaa;tlx_PhysicalDemand;33
aaa;tlx_TemporalDemand;75
aaa;tlx_Performance;50
aaa;tlx_Effort;50
aaa;tlx_Frustration;50
